year,maker,model,color,trans,drivet,mileage,price,body_code
2016,Toyota,Highlander Limited Sport Utility,White,Automatic,AWD,35803,33995,20217
2018,Ford,Escape SE,White,Automatic,FWD,24714,17800,20217
2017,Volkswagen,Touareg V6 Executive,Black,Automatic,AWD,46988,33400,20217
2012,Ford,Escape XLS,Blue,Automatic,FWD,62510,10500,20217
2017,BMW,X6 xDrive50i,Green,Automatic,AWD,33662,49495,20217
2019,Volvo,XC90 T6 Momentum,Black,Automatic,AWD,18531,48991,20217
2019,Audi,Q8 3.0T Prestige,White,Automatic,AWD,2000,80680,20217
2018,Audi,Q7 3.0T Prestige,White,Automatic,AWD,32655,55251,20217
2016,Honda,CR-V SE,White,CVT,AWD,35028,17994,20217
2017,Acura,MDX SH-AWD with Technology and Entertainment Package,White,Automatic,AWD,31406,34800,20217
2015,INFINITI,QX80 Base,Blue,Automatic,4x4/4-wheel,71708,33998,20217
2013,Dodge,Durango SXT,Black,Automatic,RWD,67739,14898,20217
2018,Toyota,C-HR XLE Premium,Gray,CVT,FWD,26361,20495,20217
2017,Chevrolet,Tahoe Premier,Black,Automatic,RWD,23628,42900,20217
2016,Cadillac,Escalade ESV Premium,Black,Automatic,RWD,18789,52401,20217
2016,GMC,Yukon Denali,Black,Automatic,RWD,40046,43529,20217
2017,Audi,Q3 2.0T Premium,White,Automatic,FWD,31948,23388,20217
2016,Acura,MDX 3.5L,White,Automatic,AWD,44947,27777,20217
2019,BMW,X3 sDrive30i,White,Automatic,RWD,17052,32999,20217
2019,INFINITI,QX50 Luxe,Blue,CVT,AWD,9033,35488,20217
2016,INFINITI,QX50 Base,Black,Automatic,AWD,29402,25488,20217
2009,Audi,Q7 3.0 TDI Prestige,White,Automatic,AWD,78669,14995,20217
2019,Mazda,CX-5 Grand Touring,White,Automatic,AWD,7552,29842,20217
2016,Subaru,Crosstrek 2.0i Premium,Gray,CVT,AWD,23582,20800,20217
2010,Chevrolet,Equinox LS,Black,Automatic,FWD,98148,9991,20217
2014,Chevrolet,Suburban 1500 LT,Black,Automatic,4x4/4-wheel,76143,24888,20217
2012,Mercedes-Benz,ML 350 BlueTEC,Black,Automatic,AWD,63681,19995,20217
2016,BMW,X5 sDrive35i,White,Automatic,RWD,51165,29998,20217
2013,Lexus,RX 350,Blue,Automatic,AWD,39520,23975,20217
2018,Chevrolet,Suburban LT,Gray,Automatic,4x4/4-wheel,37980,41995,20217
2012,Jeep,Grand Cherokee SRT8,Black,Automatic,4x4/4-wheel,89941,28999,20217
2019,Hyundai,Tucson SEL,Gray,Automatic,FWD,13,21999,20217
2015,Audi,Q5 2.0T Premium Plus,Black,Automatic,AWD,26132,23999,20217
2018,Chevrolet,Equinox Premier,White,Automatic,AWD,16333,25400,20217
2016,Toyota,4Runner SR5 Sport,Black,Automatic,RWD,58593,27850,20217
2014,Mazda,CX-9 Touring,Blue,Automatic,FWD,48636,16950,20217
2012,GMC,Yukon XL 1500 SLT,Black,Automatic,4x4/4-wheel,123400,14888,20217
2016,Audi,Q3 2.0T Premium Plus,Red,Automatic,FWD,21151,21998,20217
2016,Mazda,CX-5 Touring,White,Automatic,FWD,20093,18991,20217
2016,Jeep,Patriot Sport,Gray,CVT,FWD,21359,12512,20217
2016,GMC,Yukon XL Denali,Black,Automatic,4x4/4-wheel,28550,49888,20217
2013,Subaru,Outback 2.5i Premium,Blue,CVT,AWD,93301,12980,20217
2017,Subaru,Forester 2.5i Premium,Silver,Manual,AWD,37416,21888,20217
2016,Jeep,Cherokee Latitude,Silver,Automatic,FWD,52041,13999,20217
2016,Cadillac,SRX Luxury Collection,Silver,Automatic,FWD,51343,21000,20217
2017,Jeep,Wrangler Unlimited Sport,Silver,Automatic,4x4/4-wheel,33737,29998,20217
2016,GMC,Yukon SLT,Silver,Automatic,4x4/4-wheel,93511,32156,20217
2018,Maserati,Levante Base,White,Automatic,AWD,14582,52900,20217
2019,Nissan,Rogue SV,Silver,CVT,FWD,17749,20672,20217
2017,Mazda,CX-5 Sport,Black,Automatic,FWD,28658,19715,20217
2015,Toyota,Highlander LE Plus,Brown,Automatic,AWD,36092,24600,20217
2008,Nissan,Pathfinder SE,Silver,Automatic,4x4/4-wheel,62730,10495,20217
2012,Ford,Explorer Base,Black,Automatic,4x4/4-wheel,56400,14735,20217
2016,Nissan,Rogue S,Black,CVT,FWD,47239,14088,20217
2016,Volvo,XC60 T5 Drive-E Platinum,Gray,Automatic,FWD,45219,24994,20217
2007,Toyota,FJ Cruiser,Black,Automatic,RWD,140588,11988,20217
2019,Toyota,Sequoia Platinum,Black,Automatic,4x4/4-wheel,10810,56481,20217
2017,Jeep,Grand Cherokee Laredo,Black,Automatic,4x4/4-wheel,26740,31793,20217
2016,Honda,CR-V LX,Black,CVT,FWD,29748,17481,20217
2015,Chevrolet,Tahoe LT,White,Automatic,RWD,117540,25790,20217
2016,Acura,MDX 3.5L w/Technology Package,White,Automatic,AWD,81209,22000,20217
2016,Kia,Sorento LX,Black,Automatic,FWD,36040,15500,20217
2017,GMC,Yukon SLT,Silver,Automatic,4x4/4-wheel,36663,39750,20217
2018,Toyota,RAV4 XLE,Gray,Automatic,FWD,26448,21000,20217
2014,Dodge,Durango SXT,Blue,Automatic,RWD,61769,19450,20217
2014,Subaru,Forester 2.5i Limited,Silver,CVT,AWD,118458,12200,20217
2014,Ford,Escape SE,Silver,Automatic,4x4/4-wheel,118580,9499,20217
2018,Cadillac,Escalade Luxury,Black,Automatic,4x4/4-wheel,35750,52510,20217
2019,INFINITI,QX60 PURE,Silver,CVT,FWD,3193,33420,20217
2014,Audi,Q5 2.0T Premium,White,Automatic,AWD,50871,19900,20217
2015,Ford,Edge SEL,White,Automatic,FWD,47159,19500,20217
2018,Chevrolet,Suburban LS,Black,Automatic,RWD,15949,38590,20217
2016,Lexus,NX 200t,Gray,Automatic,FWD,24092,26350,20217
2014,Jeep,Grand Cherokee Limited,Red,Automatic,4x4/4-wheel,48230,24050,20217
2011,Honda,CR-V SE,Blue,Automatic,4x4/4-wheel,45280,13999,20217
2008,GMC,Yukon SLT,Brown,Automatic,4x4/4-wheel,126147,13999,20217
2011,Audi,Q5 2.0T Premium,Black,Automatic,AWD,75187,11999,20217
2017,Ford,Expedition XLT,Brown,Automatic,RWD,46399,27370,20217
2017,Audi,Q3 2.0T Premium Plus,Gray,Automatic,FWD,24413,24980,20217
2017,Porsche,Macan,Black,Automanual,AWD,22077,39120,20217
2016,Jeep,Grand Cherokee 75th Anniversary,White,Automatic,RWD,44100,23150,20217
2017,Chevrolet,Tahoe LT,Gray,Automatic,RWD,33866,38987,20217
2014,Ford,Expedition EL XLT,Black,Automatic,4x4/4-wheel,86097,20998,20217
2016,Jeep,Cherokee Limited,White,Automatic,FWD,84028,14999,20217
2012,Cadillac,SRX Premium Collection,Gray,Automatic,AWD,60068,17999,20217
2015,Chevrolet,Tahoe LTZ,White,Automatic,4x4/4-wheel,60627,39550,20217
2018,Volkswagen,Atlas 3.6L SE,White,Automatic,FWD,29977,25789,20217
2018,BMW,X1 xDrive28i,White,Manual,AWD,6998,29989,20217
2019,Kia,Sorento LX,Silver,Automatic,FWD,10092,21789,20217
2017,BMW,X5 eDrive xDrive40e,White,Automatic,AWD,18949,45900,20217
2015,Jeep,Compass Sport,Gray,Manual,FWD,48920,10821,20217
2013,Ford,Edge Sport,Black,Automatic,AWD,64496,16999,20217
2018,Land,Rover Range Rover Velar P380 SE R-Dynamic,Gray,Automatic,4x4/4-wheel,2424,73888,20217
2018,Land,Rover Range Rover Velar P380 SE R-Dynamic,Silver,Automatic,4x4/4-wheel,2484,70888,20217
2018,Jaguar,F-PACE 25t Prestige,Silver,Automatic,AWD,6773,39888,20217
2018,Land,Rover Range Rover Evoque SE,Gray,Automatic,4x4/4-wheel,2751,39888,20217
2018,Ford,Expedition Limited,White,Automatic,4x4/4-wheel,50957,41257,20217
2017,Acura,MDX 3.5L w/Technology Package,White,Automatic,AWD,79338,29888,20217
2017,Volvo,XC60 T5 Inscription,White,Automatic,FWD,87220,19488,20217
2015,Audi,Q5 3.0T Premium Plus,Gray,Automatic,AWD,35229,25000,20217
2019,Chevrolet,Traverse LT Leather,Black,Automatic,AWD,21154,36281,20217
2016,Audi,Q5 3.0T Premium Plus,Blue,Automatic,AWD,19295,31900,20217
2017,Nissan,Pathfinder SV,White,CVT,FWD,91689,15275,20217
2016,Acura,MDX 3.5L w/Technology Package,White,Automatic,AWD,39469,27999,20217
2006,Toyota,Highlander,White,Automatic,AWD,136963,6490,20217
2017,Jeep,Wrangler Sport,Silver,Automatic,4x4/4-wheel,37510,23690,20217
2017,GMC,Acadia SLT-1,Purple,Automatic,AWD,30490,26400,20217
2018,Honda,Pilot EX-L,Black,Automatic,AWD,23554,30700,20217
2018,Cadillac,Escalade Luxury,Black,Automatic,4x4/4-wheel,35750,52510,20217
2014,Ford,Escape SE,Orange,Automatic,FWD,60630,12980,20217
2016,Land,Rover Discovery Sport HSE,Brown,Automatic,4x4/4-wheel,38717,27790,20217
2018,Jeep,Grand Cherokee Altitude,Gray,Automatic,4x4/4-wheel,32567,33900,20217
2016,Land,Rover LR4 HSE,White,Automatic,4x4/4-wheel,48069,34070,20217
2018,Jeep,Wrangler Unlimited Sahara,Silver,Automatic,4x4/4-wheel,18959,39830,20217
2018,Chevrolet,Equinox 1LT,White,Automatic,FWD,20068,18810,20217
2017,GMC,Acadia SLT-1,Black,Automatic,AWD,20390,29980,20217
2014,Jeep,Grand Cherokee Limited,Red,Automatic,4x4/4-wheel,48230,24050,20217
2017,Acura,MDX 3.5L,Gray,Automatic,FWD,43188,29800,20217
2013,Subaru,Outback 2.5i Limited,Blue,CVT,AWD,81417,15088,20217
2017,Acura,RDX,White,Automatic,FWD,29817,26407,20217
2016,Mercedes-Benz,GLA 250 4MATIC,White,Automatic,AWD,38002,21900,20217
2017,Mazda,CX-5 GS,Black,Automatic,FWD,45395,21000,20217
2014,Land,Rover Range Rover Sport Supercharged HSE,Blue,Automatic,4x4/4-wheel,53244,35491,20217
2018,Toyota,RAV4 XLE,Black,Automatic,AWD,30517,21500,20217
2017,Toyota,RAV4 Hybrid XLE,Blue,CVT,AWD,33432,23500,20217
2018,Chevrolet,Suburban LT,White,Automatic,RWD,35557,38999,20217
2015,Toyota,Highlander LE Plus,Gray,Automatic,AWD,68967,24995,20217
2015,Toyota,Highlander LE Plus,Blue,Automatic,AWD,90947,22800,20217
2018,Subaru,Crosstrek 2.0i Limited,Gray,CVT,AWD,8383,28919,20217
2018,Honda,HR-V EX,Gray,Manual,FWD,13542,20782,20217
2018,Chevrolet,Tahoe Premier,Silver,Automatic,4x4/4-wheel,38953,41404,20217
2015,Toyota,Highlander LE (3.5L V6),Red,Automatic,FWD,46080,23500,20217
2016,Honda,CR-V EX,Silver,CVT,AWD,46251,19088,20217
2010,Honda,CR-V EX-L,White,Automatic,4x4/4-wheel,109787,10677,20217
2016,Acura,MDX with AcuraWatch Plus,White,Automatic,FWD,35523,27500,20217
2016,Land,Rover Range Rover Sport Supercharged Autobiography,Gray,Automatic,4x4/4-wheel,31288,63994,20217
2017,GMC,Terrain SLE-1,Black,Automatic,FWD,14704,18271,20217
2016,GMC,Yukon SLT,Black,Automatic,4x4/4-wheel,40949,38992,20217
2017,Hyundai,Santa Fe Limited Ultimate,White,Automatic,FWD,10928,28900,20217
2018,Kia,Sorento EX,Black,Automatic,FWD,12586,24999,20217
2017,Ford,Explorer XLT,White,Automatic,FWD,13024,29623,20217
2016,Porsche,Cayenne Base,White,Automatic,AWD,28715,39600,20217
2015,Honda,Pilot EX-L,Other,Automatic,4x4/4-wheel,63317,22700,20217
2011,Ford,Edge Limited,White,Automatic,AWD,107189,11788,20217
2019,Subaru,Ascent Base 8-Passenger,Gray,CVT,AWD,4140,31288,20217
2017,Audi,Q5 3.0T Premium Plus,Blue,Automatic,AWD,33365,33900,20217
2018,Kia,Niro Plug-In Hybrid EX Premium,Blue,Automatic,FWD,11105,28995,20217
2013,Ford,Explorer XLT,Black,Automatic,4x4/4-wheel,91968,16988,20217
2016,Land,Rover Range Rover 3.0L Turbocharged Diesel HSE Td6,Black,Automatic,4x4/4-wheel,19963,57749,20217
2011,Audi,Q7 TDI Premium Plus,Gray,Automatic,AWD,70111,16995,20217
2013,Audi,Q7 3.0T Premium Plus,Blue,Automatic,AWD,46000,20995,20217
2015,Ford,Edge Titanium,White,Automatic,AWD,22936,24988,20217
2015,Hyundai,Tucson GLS,Red,Automatic,FWD,72232,12000,20217
2017,Porsche,Cayenne Platinum Edition,White,Automatic,AWD,47244,48988,20217
2015,Volkswagen,Touareg V6 Lux,White,Automatic,AWD,25646,27999,20217
2016,Mercedes-Benz,GLE 550e 4MATIC,Black,Automatic,AWD,47626,37998,20217
2013,MINI,Countryman John Cooper Works,White,Manual,AWD,60477,16991,20217
2018,BMW,X2 xDrive28i,Blue,Automatic,AWD,6171,30981,20217
2015,Mazda,CX-5 Touring,Blue,Automatic,AWD,52679,15991,20217
2017,Acura,MDX 3.5L w/Technology Package,White,Automatic,AWD,34906,34498,20217
2018,Toyota,Highlander Le Sport Utility,Gray,Automatic,AWD,23606,30795,20217
2013,Ford,Explorer XLT,Black,Automatic,FWD,118727,12900,20217
2013,Chevrolet,Tahoe LTZ,Black,Automatic,4x4/4-wheel,143650,16999,20217
2015,Nissan,Rogue Select S,White,CVT,AWD,52518,14000,20217
2015,Porsche,Macan S,Black,Automatic,AWD,51129,35100,20217
2011,Porsche,Cayenne Base,Green,Manual,AWD,88848,22800,20217
2019,Nissan,Pathfinder SV,Gray,CVT,4x4/4-wheel,12524,24681,20217
2014,Buick,Encore Base,Red,Automatic,FWD,82470,10998,20217
2016,Jeep,Wrangler Unlimited Rubicon,Silver,Automatic,4x4/4-wheel,31050,34609,20217
2016,Lexus,RX 450h Base,Silver,CVT,AWD,23592,39399,20217
2013,Acura,RDX Technology,Gray,Automatic,FWD,113389,14399,20217
2019,Audi,e-tron Premium Plus,White,Automatic,AWD,2000,72149,20217
2019,Audi,Q5 2.0T Premium Plus,White,Automatic,AWD,5135,45769,20217
2017,Subaru,Outback 2.5i Limited,Black,CVT,AWD,43350,23596,20217
2014,Jeep,Cherokee Sport,Blue,Automatic,FWD,40189,12781,20217
2017,Porsche,Cayenne GTS,Blue,Automatic,AWD,33648,72800,20217
2017,Mercedes-Benz,GLC 300 4MATIC Coupe,White,Automatic,AWD,30785,44950,20217
2019,Mercedes-Benz,GLA 250 Base 4MATIC,White,Automatic,AWD,7633,34409,20217
2015,Ford,Explorer Sport,White,Automatic,4x4/4-wheel,57266,27998,20217
2016,Mazda,CX-5 Touring,Gray,Automatic,FWD,78079,13996,20217
2016,BMW,X1 xDrive 28i,Brown,Automatic,AWD,32329,23891,20217
2016,Lexus,RX 350 Base,Gray,Automatic,FWD,47785,30495,20217
2017,Toyota,RAV4 XLE,White,Automatic,FWD,33089,22881,20217
2015,GMC,Yukon Denali,Black,Automatic,4x4/4-wheel,40242,41700,20217
2015,Cadillac,Escalade Luxury,Silver,Automatic,4x4/4-wheel,75304,40026,20217
2016,Mazda,CX-5 Touring,White,Automatic,FWD,28758,18995,20217
2005,Ford,Excursion Limited,Black,Automatic,RWD,147725,11995,20217
2016,Ford,Explorer Limited,Black,Automatic,FWD,63398,23999,20217
2019,Chevrolet,Tahoe LT,White,Automatic,RWD,21206,40650,20217
2018,Toyota,Highlander Hybrid Limited Platinum,Black,CVT,AWD,34579,39952,20217
2002,Jeep,Wrangler Sport,Silver,Automatic,4x4/4-wheel,87917,14595,20217
2016,Jeep,Wrangler Unlimited Sport,White,Automatic,4x4/4-wheel,42621,26995,20217
2015,BMW,X5 xDrive35d,Black,Automatic,AWD,45906,29998,20217
2011,Honda,CR-V EX-L,Gray,Automatic,4x4/4-wheel,102416,9975,20217
2017,Toyota,Highlander Hybrid Hybrid Limited Platinum,Gray,CVT,AWD,24869,39988,20217
2018,Nissan,Rogue S,Silver,CVT,AWD,33405,16999,20217
2017,Honda,Pilot Elite,Silver,Automatic,AWD,31612,33200,20217
2012,Mercedes-Benz,ML 350 4MATIC,Silver,Automatic,AWD,128400,14888,20217
2016,Toyota,4Runner Limited,Silver,Automatic,4x4/4-wheel,12385,37894,20217
2016,Ford,Escape S,Gray,Automatic,FWD,52577,13392,20217
2014,Nissan,Xterra S,Red,Automatic,4x4/4-wheel,56438,22200,20217
2016,Mercedes-Benz,GL 450 4MATIC,White,Automatic,AWD,30206,39600,20217
2018,Audi,Q5 2.0T Premium,Blue,Automatic,AWD,7955,39800,20217
2018,Ford,Expedition XLT,White,Automatic,4x4/4-wheel,31768,39800,20217
2016,Toyota,Highlander Limited Platinum,Gray,Automatic,AWD,54771,29700,20217
2015,Lexus,GX 460 Base,White,Automatic,4x4/4-wheel,39916,34898,20217
2013,Ford,Expedition XLT,White,Automatic,4x4/4-wheel,73148,18647,20217
2016,Land,Rover Range Rover Evoque SE,White,Automatic,4x4/4-wheel,34550,29698,20217
2016,GMC,Yukon SLT,Gray,Automatic,RWD,30325,41000,20217
2015,GMC,Yukon Denali,Gray,Automatic,RWD,39692,42168,20217
2017,GMC,Acadia Denali,Gray,Automatic,AWD,37731,32828,20217
2016,Honda,HR-V EX,Gray,CVT,FWD,34945,17500,20217
2012,Land,Rover Range Rover Sport HSE,Red,Automatic,4x4/4-wheel,65825,22481,20217
2016,Chevrolet,Tahoe LT,Silver,Automatic,RWD,32774,36900,20217
2012,GMC,Terrain SLT-1,Blue,Automatic,FWD,100664,9998,20217
2008,Lexus,RX 350,Silver,Automatic,FWD,94686,11130,20217
2015,Toyota,RAV4 LE,Blue,Automatic,FWD,52669,14785,20217
2017,Porsche,Cayenne Platinum Edition,Black,Automatic,AWD,18800,49995,20217
2008,Toyota,Highlander Hybrid,Silver,CVT,AWD,112429,12961,20217
2015,Jeep,Wrangler Unlimited Sport,Gray,Automatic,4x4/4-wheel,72504,24984,20217
2017,Ford,Explorer sport,Black,Automatic,4x4/4-wheel,63218,26993,20217
2017,Subaru,Forester 2.5i Premium,Green,CVT,AWD,60995,19995,20217
2018,Jeep,Grand Cherokee Limited,White,Automatic,4x4/4-wheel,31478,29985,20217
2017,Jeep,Grand Cherokee Trailhawk,Gray,Automatic,4x4/4-wheel,28446,35983,20217
2018,Nissan,Murano Platinum,Gray,CVT,FWD,31492,26882,20217
2016,Honda,CR-V LX,Silver,CVT,AWD,30067,17981,20217
2016,Lexus,GX 460,Beige,Automatic,4x4/4-wheel,33554,37281,20217
2017,Subaru,Forester 2.5i,Silver,CVT,AWD,38442,19998,20217
2016,BMW,X5 xDrive35d,Black,Automatic,AWD,52400,36900,20217
2017,Acura,MDX SH-AWD with Technology Package,White,Automatic,AWD,21385,35995,20217
2016,Acura,RDX Base,Gray,Automatic,AWD,53625,22000,20217
2016,Ford,Explorer Platinum,Black,Automatic,4x4/4-wheel,55218,34999,20217
2016,Mazda,CX-5 Touring,White,Automatic,FWD,40206,16698,20217
2012,Honda,Pilot EX-L,Gray,Automatic,4x4/4-wheel,93670,16400,20217
2016,Kia,Sorento EX,Red,Automatic,AWD,28060,19450,20217
2004,Lexus,GX 470,Silver,Automatic,4x4/4-wheel,123040,10988,20217
2017,Jeep,Grand Cherokee Laredo,Red,Automatic,4x4/4-wheel,29722,24500,20217
2018,Chevrolet,Tahoe Premier,Silver,Automatic,RWD,10159,50880,20217
2017,Porsche,Cayenne,Silver,Automatic,AWD,44253,46330,20217
2018,GMC,Yukon Denali,Gray,Automatic,RWD,37563,45640,20217
2013,Jeep,Wrangler Unlimited Sahara,White,Automatic,4x4/4-wheel,44595,31010,20217
2015,GMC,Yukon Denali,Gray,Automatic,RWD,29680,45300,20217
2017,Land,Rover Range Rover Sport 3.0L Turbocharged Diesel SE Td6,White,Automatic,4x4/4-wheel,21449,46180,20217
2016,Honda,Pilot LX,Green,Automatic,FWD,37531,22370,20217
2016,Subaru,Forester 2.0XT Premium,Silver,CVT,AWD,50723,22450,20217
2016,Cadillac,Escalade Luxury Collection,Black,Automatic,RWD,31796,46810,20217
2017,Audi,Q3 2.0T Prestige,Blue,Automatic,AWD,22044,29750,20217
2017,Kia,Sorento LX,White,Automatic,FWD,9118,19160,20217
2016,Cadillac,Escalade ESV Standard,Black,Automatic,RWD,29493,44960,20217
2016,Land,Rover Range Rover Evoque SE Premium,Gray,Automatic,4x4/4-wheel,43168,29946,20217
2015,Audi,Q7 3.0T Premium Plus,Black,Automatic,AWD,43570,28888,20217
2016,Audi,Q5 3.0T Premium Plus,Black,Automatic,AWD,29735,29500,20217
2017,Dodge,Durango SXT,Brown,Automatic,AWD,26963,25997,20217
2018,GMC,Terrain SLT,Silver,Automatic,AWD,46386,23687,20217
2014,INFINITI,QX70 3.7L AWD,Black,Automatic,AWD,46230,21490,20217
2012,Dodge,Durango Citadel,Gray,Automatic,AWD,80153,19750,20217
2017,FIAT,500X Trekking,Orange,Automatic,AWD,5479,18999,20217
2018,Jeep,Wrangler Unlimited Sport,Gray,Automatic,4x4/4-wheel,18845,35730,20217
2014,Chevrolet,Equinox 1LT,Gray,Automatic,AWD,61705,15000,20217
2017,Lexus,GX 460,White,Automatic,4x4/4-wheel,50858,39988,20217
2017,Chevrolet,Equinox 1LT,Black,Automatic,FWD,19097,18999,20217
2017,Chevrolet,Traverse LS,Gray,Automatic,FWD,53423,19489,20217
2016,Lexus,NX 200t F Sport,White,Automatic,FWD,40714,24989,20217
2016,Buick,Enclave Convenience,White,Automatic,FWD,30264,22789,20217
2016,Ford,Explorer XLT,Silver,Automatic,4x4/4-wheel,59007,22000,20217
2018,Land,Rover Range Rover Evoque HSE Dynamic,Black,Automatic,4x4/4-wheel,2151,56888,20217
2019,Land,Rover Range Rover Sport Autobiography,White,Automatic,4x4/4-wheel,1149,97888,20217
2018,Land,Rover Range Rover 5.0L Supercharged,Gray,Automatic,4x4/4-wheel,5641,98888,20217
2014,Dodge,Durango Citadel,Gray,Automatic,AWD,55658,24483,20217
2017,Acura,MDX 3.5L,Gray,Automatic,AWD,23982,32894,20217
2018,Porsche,Macan,Blue,Automatic,AWD,4612,43988,20217
2010,Audi,Q7 3.0 Prestige,Gray,Automatic,AWD,65573,16888,20217
2014,Land,Rover Range Rover 3.0L Supercharged HSE,Brown,Automatic,4x4/4-wheel,46042,42298,20217
2014,Ford,Expedition EL Limited,Black,Automatic,4x4/4-wheel,61934,23440,20217
2016,Ford,Edge SEL,Black,Automatic,FWD,46618,17474,20217
2018,Hyundai,Tucson SEL,White,Automatic,AWD,35198,15998,20217
2015,Mazda,CX-5 Grand Touring,Silver,Automatic,FWD,61489,14950,20217
2016,BMW,X5 xDrive35d,Silver,Automatic,AWD,38746,37750,20217
2013,Kia,Sorento SX,Gray,Automatic,AWD,55625,15545,20217
2017,Audi,Q5 2.0T Premium,Black,Automatic,AWD,14606,30900,20217
2017,Hyundai,Tucson SE,White,Automatic,FWD,64210,14105,20217
2017,Acura,RDX,White,Automatic,FWD,26590,26499,20217
2017,Volkswagen,Tiguan 2.0T Sport,Silver,Automatic,FWD,46691,15384,20217
2017,Porsche,Cayenne E-Hybrid S,Black,Automatic,AWD,26686,51888,20217
2018,Porsche,Macan Base,White,Automatic,AWD,4692,49888,20217
2015,Chevrolet,Traverse 1LT,Black,Automatic,AWD,82190,18444,20217
2017,Jeep,Grand Cherokee Laredo,White,Automatic,RWD,50070,21249,20217
2018,Chevrolet,Tahoe Premier,Black,Automatic,4x4/4-wheel,21159,54775,20217
2018,Mercedes-Benz,AMG GLA 45 Base 4MATIC,Gray,Automatic,AWD,15239,43100,20217
2018,Ford,Expedition Max XLT,Black,Automatic,RWD,10140,44500,20217
2016,Jeep,Grand Cherokee Limited,Silver,Automatic,4x4/4-wheel,35611,26200,20217
2014,Cadillac,Escalade Platinum,Black,Automatic,RWD,55915,36360,20217
2013,Nissan,Pathfinder Platinum,Beige,CVT,FWD,58850,17640,20217
2017,Porsche,Cayenne,Silver,Automatic,AWD,44253,46330,20217
2018,Dodge,Durango R/T,Black,Automatic,RWD,15671,38090,20217
2017,Land,Rover Range Rover Sport SE,Black,Automatic,4x4/4-wheel,28351,44510,20217
2018,Nissan,Murano SV,Gray,CVT,FWD,31049,23670,20217
2011,GMC,Acadia SLT,Silver,Automatic,FWD,95636,11999,20217
2017,Volvo,XC60 T5 Inscription,White,Automatic,FWD,87447,19800,20217
2017,Toyota,RAV4 XLE,Black,Automatic,AWD,36386,21748,20217
2019,Subaru,Ascent Touring 7-Passenger,Gray,CVT,AWD,3609,41788,20217
2014,Chevrolet,Traverse LTZ,White,Automatic,AWD,70484,18850,20217
2017,Lexus,RX 450h 450H,Gray,CVT,AWD,19257,42500,20217
2016,Lexus,RX 350 Base,Silver,Automatic,FWD,36729,31200,20217
2017,Volvo,XC90 T5 Momentum,Black,Automatic,FWD,11243,44995,20217
2018,Ford,Explorer Limited,Red,Automatic,4x4/4-wheel,38725,27900,20217
2016,Honda,HR-V EX-L w/Navigation,Silver,CVT,AWD,24704,21588,20217
2016,Cadillac,SRX Standard,Red,Automatic,FWD,60989,17081,20217
2016,Honda,CR-V EX,Red,CVT,FWD,35819,19183,20217
2017,Jeep,Wrangler Unlimited Sport,Gray,Automatic,4x4/4-wheel,16744,28000,20217
2012,Toyota,RAV4 EV Base,Silver,Automatic,FWD,60664,13800,20217
2016,Lexus,NX 200t F Sport,Silver,Automatic,AWD,19505,27995,20217
2018,Volvo,XC60 Hybrid T8 Inscription,Gray,Automatic,AWD,9101,50710,20217
2012,Toyota,Highlander SE,Black,Automatic,AWD,109049,14991,20217
2016,Acura,MDX 3.5L,Silver,Automatic,FWD,42925,25277,20217
2012,Chevrolet,Suburban 1500 LT,Black,Automatic,4x4/4-wheel,89666,18991,20217
2015,Dodge,Durango Citadel,White,Automatic,RWD,47480,26998,20217
2017,Acura,RDX,White,Automatic,FWD,37930,24500,20217
2016,Subaru,Outback 2.5i,Gray,CVT,AWD,31619,18933,20217
